               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 128,            0.040815,             0.03431,            0.016293,              0.6949,             0.63245,             0.68102,             0.40987,            0.037235,            0.019859,           0.0097934,            0.005809,            0.005809,            0.005809
                 129,            0.041004,            0.034599,            0.016864,             0.69628,             0.63016,             0.68192,             0.41017,            0.037216,            0.019851,           0.0097751,            0.005776,            0.005776,            0.005776
                 130,            0.040956,            0.034199,            0.016542,             0.69757,             0.62989,             0.68241,             0.41072,              0.0372,            0.019841,           0.0097604,            0.005743,            0.005743,            0.005743
                 131,            0.040636,            0.034134,             0.01644,             0.69717,              0.6305,             0.68301,             0.41127,            0.037178,            0.019833,           0.0097389,             0.00571,             0.00571,             0.00571
                 132,            0.040787,            0.034594,             0.01627,             0.69716,             0.63287,             0.68377,             0.41185,            0.037158,            0.019823,           0.0097205,            0.005677,            0.005677,            0.005677
                 133,            0.040825,            0.034462,            0.016054,             0.69752,             0.63196,             0.68419,              0.4122,             0.03714,            0.019815,           0.0097011,            0.005644,            0.005644,            0.005644
                 134,            0.040643,            0.034357,            0.016062,             0.69723,             0.63473,             0.68506,             0.41287,            0.037122,            0.019809,           0.0096807,            0.005611,            0.005611,            0.005611
                 135,            0.040764,            0.034368,            0.016194,             0.69837,             0.63596,             0.68553,              0.4137,            0.037102,            0.019801,           0.0096637,            0.005578,            0.005578,            0.005578
                 136,            0.040722,            0.034438,            0.016048,             0.69839,             0.63697,             0.68587,             0.41403,            0.037083,            0.019791,           0.0096484,            0.005545,            0.005545,            0.005545
                 137,            0.040384,            0.033991,            0.015823,             0.69673,             0.63994,             0.68689,             0.41481,            0.037064,            0.019782,           0.0096365,            0.005512,            0.005512,            0.005512
                 138,            0.040432,            0.034105,            0.015612,             0.69888,             0.64086,             0.68739,             0.41486,            0.037044,            0.019775,           0.0096257,            0.005479,            0.005479,            0.005479
                 139,            0.040486,            0.034531,            0.015779,             0.69878,              0.6406,             0.68749,             0.41519,            0.037026,            0.019766,           0.0096086,            0.005446,            0.005446,            0.005446
                 140,            0.040433,            0.034139,             0.01584,             0.69762,             0.64288,             0.68768,             0.41532,            0.037009,            0.019761,           0.0095916,            0.005413,            0.005413,            0.005413
                 141,            0.040292,             0.03424,            0.015899,             0.69883,             0.64137,             0.68785,             0.41583,             0.03699,            0.019752,           0.0095753,             0.00538,             0.00538,             0.00538
                 142,            0.040393,            0.034052,            0.015537,             0.70022,              0.6412,             0.68869,             0.41629,            0.036967,            0.019746,           0.0095548,            0.005347,            0.005347,            0.005347
                 143,            0.040232,            0.033823,            0.015802,              0.7007,             0.64151,             0.68947,             0.41688,            0.036946,            0.019737,           0.0095402,            0.005314,            0.005314,            0.005314
                 144,             0.04025,            0.034004,            0.015394,             0.69992,             0.64465,             0.68965,             0.41726,            0.036925,            0.019729,           0.0095251,            0.005281,            0.005281,            0.005281
                 145,            0.040507,            0.034156,            0.015471,             0.70218,             0.64396,             0.69068,             0.41763,            0.036906,             0.01972,           0.0095082,            0.005248,            0.005248,            0.005248
